wind_speed_ms,rule_based_power_ratio,pinn_power_ratio,standard_nn_power_ratio
0.0,0.0,0.0018441185,0.018009601
0.10033444816053512,0.0,0.0018766535,0.018005688
0.20066889632107024,0.0,0.0019110171,0.018003497
0.3010033444816054,0.0,0.0019473315,0.018003063
0.4013377926421405,0.0,0.0019857255,0.01800447
0.5016722408026756,0.0,0.0020263407,0.01800778
0.6020066889632107,0.0,0.0020693315,0.018013068
0.7023411371237458,0.0,0.002114863,0.018020406
0.802675585284281,0.0,0.0021631164,0.018029885
0.9030100334448161,0.0,0.002214288,0.018041607
1.0033444816053512,0.0,0.0022685889,0.01805566
1.1036789297658862,0.0,0.0023262536,0.018072158
1.2040133779264215,0.0,0.0023875318,0.018091198
1.3043478260869565,0.0,0.002452706,0.01811293
1.4046822742474916,0.0,0.002522072,0.018137459
1.5050167224080269,0.0,0.002595959,0.018164936
1.605351170568562,0.0,0.002674729,0.018195514
1.705685618729097,0.0,0.0027587777,0.018229363
1.8060200668896322,0.0,0.0028485346,0.018266648
1.9063545150501673,0.0,0.0029444725,0.018307561
2.0066889632107023,0.0,0.0030471152,0.01835232
2.1070234113712374,0.0,0.0031570361,0.018401125
2.2073578595317724,0.0,0.0032748606,0.018454239
2.307692307692308,0.0,0.0034012867,0.018511917
2.408026755852843,0.0,0.0035370742,0.018574417
2.508361204013378,0.0,0.0036830695,0.018642064
2.608695652173913,0.0,0.0038401936,0.01871519
2.709030100334448,0.0,0.0040094876,0.018794145
2.809364548494983,0.0,0.00419208,0.018879343
2.9096989966555187,0.0,0.0043892264,0.018971207
3.0100334448160537,0.0,0.0046023205,0.019070216
3.1103678929765888,0.0,0.0048328973,0.019176872
3.210702341137124,0.0,0.005082662,0.019291773
3.311036789297659,0.0,0.005353512,0.019415557
3.411371237458194,0.0,0.0056475373,0.01954892
3.511705685618729,2.6117631555122525e-09,0.005967053,0.019692637
3.6120401337792645,2.2901507928319557e-06,0.006314649,0.019847589
3.7123745819397995,1.5597350576611754e-05,0.0066931583,0.020014768
3.8127090301003346,4.979256402861729e-05,0.007105751,0.020195276
3.9130434782608696,0.00011474414406297089,0.0075559323,0.02039034
4.013377926421405,0.000220320443593795,0.008047556,0.02060139
4.11371237458194,0.00037638981553521285,0.008584913,0.020830018
4.214046822742475,0.000592820612801344,0.009172721,0.02107808
4.31438127090301,0.0008794811883063156,0.009816197,0.021347683
4.414715719063545,0.0012462398949642437,0.010521066,0.021641284
4.51505016722408,0.001702965085689258,0.011293621,0.021961708
4.615384615384616,0.0022595251133954784,0.012140753,0.022312285
4.7157190635451505,0.002925788330997021,0.013070004,0.022696907
4.816053511705686,0.0037116230914080177,0.014089555,0.023120169
4.916387959866221,0.00462689774754258,0.015208312,0.023587575
5.016722408026756,0.005681480652314846,0.016435847,0.024105597
5.117056856187291,0.006885240158638916,0.017782506,0.024682114
5.217391304347826,0.00824804461942894,0.019259294,0.02532655
5.317725752508362,0.009779762387599027,0.020877903,0.026050394
5.418060200668896,0.011490261816063278,0.022650657,0.026867617
5.518394648829432,0.013389411257735857,0.02459046,0.0277953
5.618729096989966,0.015487079065530845,0.02671067,0.028854461
5.719063545150502,0.0177931335923624,0.029025016,0.030070951
5.819397993311037,0.020317443191144643,0.031547412,0.031476565
5.919732441471572,0.023069876214791646,0.034291767,0.03311049
6.0200668896321075,0.02606030101621759,0.03727189,0.035020757
6.120401337792642,0.02929858594833656,0.040501095,0.037265927
6.2207357859531776,0.03279459936406271,0.043992158,0.039916597
6.321070234113712,0.036558209616310115,0.047756944,0.043056246
6.421404682274248,0.04059928505799298,0.051806256,0.04678118
6.521739130434783,0.04492769404202536,0.0561495,0.05119821
6.622073578595318,0.049553304921321345,0.060794767,0.056418695
6.722408026755853,0.054485986048795176,0.06574838,0.06254831
6.822742474916388,0.05973560577736083,0.07101512,0.06967123
6.923076923076923,0.06531203245993256,0.076598026,0.077829815
7.023411371237458,0.0712251344494244,0.08249858,0.08700381
7.1237458193979935,0.07748478009875052,0.08871679,0.097094364
7.224080267558529,0.08410083776082505,0.09525154,0.107919924
7.3244147157190636,0.09108317578856205,0.10210067,0.11923007
7.424749163879599,0.09844166253487573,0.10926181,0.13073474
7.525083612040134,0.10618616635268006,0.11673235,0.14214127
7.625418060200669,0.1143265555948894,0.12450992,0.15318961
7.725752508361205,0.1228726986144177,0.13259336,0.16367567
7.826086956521739,0.13183446376417904,0.14098287,0.17345826
7.926421404682275,0.14122171939708775,0.14968055,0.18245363
8.02675585284281,0.15104433386605776,0.1586907,0.19062112
8.127090301003344,0.16131217552400312,0.16802104,0.19794686
8.22742474916388,0.1720351127238384,0.17768191,0.20442887
8.327759197324415,0.18322301381847722,0.18768767,0.21006656
8.42809364548495,0.1948857471608338,0.19805667,0.21485366
8.528428093645486,0.20703318110382268,0.2088115,0.21877511
8.62876254180602,0.21967518400035743,0.21997933,0.22180651
8.729096989966555,0.23282162420335228,0.23159152,0.22391507
8.82943143812709,0.2464823700657216,0.24368475,0.22506177
8.929765886287626,0.26066728994037963,0.25630024,0.22520605
9.03010033444816,0.2753862521802399,0.26948383,0.2243142
9.130434782608695,0.29064912513821695,0.28328636,0.22238435
9.230769230769232,0.3064657771672252,0.29776278,0.21952222
9.331103678929766,0.3228460766201779,0.31297144,0.21619402
9.431438127090301,0.3397998918499899,0.3289746,0.2140805
9.531772575250836,0.357337091209575,0.34583637,0.2189131
9.632107023411372,0.37546754305184765,0.36362204,0.24857214
9.732441471571907,0.39420111572972155,0.3823963,0.34006634
9.832775919732441,0.41354767759611105,0.4022202,0.48005787
9.933110367892978,0.43351709700393043,0.42314985,0.56404173
10.033444816053512,0.4541192423060934,0.44523185,0.5835322
10.133779264214047,0.4753639818555144,0.468499,0.57686174
10.234113712374581,0.49726118400510716,0.4929657,0.5633818
10.334448160535118,0.5198207171077868,0.5186225,0.5509506
10.434782608695652,0.5430524495164663,0.54542845,0.5449421
10.535117056856187,0.5669662495840598,0.57330596,0.5522919
10.635451505016723,0.5915719856634828,0.60213524,0.5816379
10.735785953177258,0.6168795261076478,0.63174695,0.634202
10.836120401337793,0.6428987392694695,0.66192174,0.69227755
10.936454849498329,0.6696394935018629,0.6923879,0.7367564
11.036789297658864,0.6971116571577407,0.7228272,0.7669058
11.137123745819398,0.7253250985900175,0.75288254,0.78981125
11.237458193979933,0.7542896861516077,0.78217214,0.8103119
11.33779264214047,0.784015288195426,0.81030846,0.8302469
11.438127090301004,0.8145117730743849,0.8369197,0.8498578
11.538461538461538,0.8457890091413999,0.86167324,0.86876464
11.638795986622075,0.8778568647493851,0.88429767,0.8864554
11.73913043478261,0.9107252082512534,0.90460026,0.9025071
11.839464882943144,0.9444039079999199,0.9224775,0.91666996
11.939799331103679,0.9789028323482986,0.9379179,0.9288728
12.040133779264215,1.0,0.950996,0.9391892
12.14046822742475,1.0,0.9618595,0.9477871
12.240802675585284,1.0,0.970712,0.95488226
12.34113712374582,1.0,0.97779185,0.96070194
12.441471571906355,1.0,0.98335314,0.965462
12.54180602006689,1.0,0.987648,0.96935433
12.642140468227424,1.0,0.9909128,0.9725425
12.74247491638796,1.0,0.9933595,0.9751624
12.842809364548495,1.0,0.9951702,0.97732455
12.94314381270903,1.0,0.99649626,0.9791179
13.043478260869566,1.0,0.997459,0.9806136
13.143812709030101,1.0,0.99815375,0.98186815
13.244147157190636,1.0,0.99865305,0.9829268
13.34448160535117,1.0,0.9990115,0.9838254
13.444816053511706,1.0,0.99926883,0.9845926
13.545150501672241,1.0,0.9994541,0.98525155
13.645484949832776,1.0,0.9995881,0.98582065
13.745819397993312,1.0,0.9996855,0.986315
13.846153846153847,1.0,0.999757,0.98674667
13.946488294314381,1.0,0.9998098,0.9871257
14.046822742474916,1.0,0.9998491,0.98746026
14.147157190635452,1.0,0.99987864,0.98775697
14.247491638795987,1.0,0.9999012,0.9880215
14.347826086956522,1.0,0.9999186,0.9882585
14.448160535117058,1.0,0.99993193,0.98847175
14.548494983277592,1.0,0.99994254,0.9886645
14.648829431438127,1.0,0.9999509,0.9888397
14.749163879598662,1.0,0.99995756,0.98899955
14.849498327759198,1.0,0.9999629,0.9891459
14.949832775919733,1.0,0.99996734,0.98928076
15.050167224080267,1.0,0.9999709,0.9894052
15.150501672240804,1.0,0.9999739,0.9895208
15.250836120401338,1.0,0.9999763,0.98962843
15.351170568561873,1.0,0.9999784,0.98972905
15.45150501672241,1.0,0.9999802,0.98982364
15.551839464882944,1.0,0.99998164,0.9899128
15.652173913043478,1.0,0.99998295,0.989997
15.752508361204013,1.0,0.999984,0.9900771
15.85284280936455,1.0,0.999985,0.99015325
15.953177257525084,1.0,0.9999858,0.9902262
16.05351170568562,1.0,0.9999865,0.99029607
16.153846153846153,1.0,0.9999871,0.9903634
16.254180602006688,1.0,0.9999877,0.99042845
16.354515050167226,1.0,0.9999882,0.99049133
16.45484949832776,1.0,0.9999887,0.9905524
16.555183946488295,1.0,0.99998903,0.990612
16.65551839464883,1.0,0.9999894,0.9906701
16.755852842809364,1.0,0.99998975,0.99072707
16.8561872909699,1.0,0.99999,0.99078304
16.956521739130434,1.0,0.9999902,0.9908381
17.056856187290972,1.0,0.99999046,0.9908924
17.157190635451506,1.0,0.9999907,0.99094605
17.25752508361204,1.0,0.99999094,0.99099934
17.357859531772576,1.0,0.99999106,0.9910521
17.45819397993311,1.0,0.9999913,0.99110466
17.558528428093645,1.0,0.9999914,0.99115705
17.65886287625418,1.0,0.99999154,0.99120927
17.759197324414718,1.0,0.99999166,0.9912615
17.859531772575252,1.0,0.9999918,0.99131376
17.959866220735787,1.0,0.9999919,0.99136615
18.06020066889632,1.0,0.999992,0.9914186
18.160535117056856,1.0,0.999992,0.99147135
18.26086956521739,1.0,0.99999213,0.9915244
18.361204013377925,1.0,0.99999225,0.99157774
18.461538461538463,1.0,0.99999225,0.99163145
18.561872909698998,1.0,0.9999924,0.9916856
18.662207357859533,1.0,0.9999924,0.9917401
18.762541806020067,1.0,0.9999925,0.991795
18.862876254180602,1.0,0.9999925,0.99185044
18.963210702341136,1.0,0.9999926,0.9919064
19.06354515050167,1.0,0.9999926,0.99196273
19.16387959866221,1.0,0.9999926,0.9920196
19.264214046822744,1.0,0.9999927,0.9920769
19.36454849498328,1.0,0.9999927,0.9921347
19.464882943143813,1.0,0.9999927,0.9921928
19.565217391304348,1.0,0.9999927,0.99225146
19.665551839464882,1.0,0.99999285,0.9923104
19.765886287625417,1.0,0.99999285,0.99236965
19.866220735785955,1.0,0.99999285,0.9924292
19.96655518394649,1.0,0.99999285,0.992489
20.066889632107024,1.0,0.99999285,0.9925488
20.16722408026756,1.0,0.99999285,0.99260885
20.267558528428093,1.0,0.99999285,0.99266875
20.367892976588628,1.0,0.99999285,0.9927285
20.468227424749163,1.0,0.99999285,0.992788
20.5685618729097,1.0,0.99999285,0.99284726
20.668896321070235,1.0,0.99999285,0.99290586
20.76923076923077,1.0,0.99999285,0.9929639
20.869565217391305,1.0,0.99999285,0.9930211
20.96989966555184,1.0,0.99999285,0.9930774
21.070234113712374,1.0,0.99999285,0.99313253
21.17056856187291,1.0,0.99999285,0.99318635
21.270903010033447,1.0,0.9999927,0.99323857
21.37123745819398,1.0,0.9999927,0.9932892
21.471571906354516,1.0,0.9999927,0.99333763
21.57190635451505,1.0,0.9999926,0.99338394
21.672240802675585,1.0,0.9999926,0.9934277
21.77257525083612,1.0,0.9999925,0.9934685
21.872909698996658,1.0,0.9999925,0.9935063
21.973244147157192,1.0,0.9999924,0.99354047
22.073578595317727,1.0,0.99999225,0.99357057
22.17391304347826,1.0,0.99999213,0.9935962
22.274247491638796,1.0,0.999992,0.9936167
22.37458193979933,1.0,0.9999919,0.9936312
22.474916387959865,1.0,0.9999918,0.99363893
22.575250836120404,1.0,0.99999154,0.99363846
22.67558528428094,1.0,0.9999913,0.99362856
22.775919732441473,1.0,0.99999106,0.9936068
22.876254180602007,1.0,0.9999907,0.99357057
22.976588628762542,1.0,0.99999034,0.99351585
23.076923076923077,1.0,0.99998987,0.9934371
23.17725752508361,1.0,0.9999893,0.9933264
23.27759197324415,1.0,0.99998856,0.9931722
23.377926421404684,1.0,0.9999876,0.99295735
23.47826086956522,1.0,0.9999864,0.9926554
23.578595317725753,1.0,0.99998474,0.99222505
23.678929765886288,1.0,0.99998236,0.9915992
23.779264214046822,1.0,0.999979,0.990664
23.879598662207357,1.0,0.999974,0.98921704
23.979933110367895,1.0,0.999966,0.9868766
24.08026755852843,1.0,0.99995255,0.98287547
24.180602006688964,1.0,0.9999275,0.9755731
24.2809364548495,1.0,0.99987555,0.9613082
24.381270903010034,1.0,0.9997515,0.932011
24.48160535117057,1.0,0.9993955,0.8722861
24.581939799331103,1.0,0.9981128,0.76360315
24.68227424749164,1.0,0.9920804,0.60763377
24.782608695652176,1.0,0.9555218,0.44259924
24.88294314381271,1.0,0.73642313,0.30902007
24.983277591973245,1.0,0.24177104,0.21742761
25.08361204013378,0.0,0.03813379,0.15882923
25.183946488294314,0.0,0.0064668586,0.121675886
25.28428093645485,0.0,0.0015422764,0.09762148
25.384615384615387,0.0,0.00052439614,0.08151731
25.48494983277592,0.0,0.00023963157,0.07031945
25.585284280936456,0.0,0.00013694687,0.062227014
25.68561872909699,0.0,9.194916e-05,0.05615563
25.785953177257525,0.0,6.916146e-05,0.051437624
25.88628762541806,0.0,5.632262e-05,0.047652457
25.986622073578594,0.0,4.849294e-05,0.044529665
26.086956521739133,0.0,4.342347e-05,0.041891895
26.187290969899667,0.0,3.9985942e-05,0.039620657
26.287625418060202,0.0,3.7568636e-05,0.037635352
26.387959866220736,0.0,3.581789e-05,0.03587986
26.48829431438127,0.0,3.451865e-05,0.034314238
26.588628762541806,0.0,3.3534598e-05,0.03290926
26.68896321070234,0.0,3.2776043e-05,0.031642888
26.78929765886288,0.0,3.2182266e-05,0.030497907
26.889632107023413,0.0,3.171115e-05,0.029460525
26.989966555183948,0.0,3.1332784e-05,0.02851931
27.090301003344482,0.0,3.1025633e-05,0.027664542
27.190635451505017,0.0,3.0773805e-05,0.026887821
27.29096989966555,0.0,3.0565418e-05,0.026181733
27.391304347826086,0.0,3.0391604e-05,0.025539747
27.491638795986624,0.0,3.024548e-05,0.024955954
27.59197324414716,0.0,3.012179e-05,0.024425061
27.692307692307693,0.0,3.001638e-05,0.023942264
27.792642140468228,0.0,2.9926061e-05,0.02350324
27.892976588628763,0.0,2.9848195e-05,0.023104046
27.993311036789297,0.0,2.9780726e-05,0.022741133
28.093645484949832,0.0,2.9721967e-05,0.022411266
28.19397993311037,0.0,2.9670622e-05,0.022111515
28.294314381270905,0.0,2.9625526e-05,0.021839214
28.39464882943144,0.0,2.9585772e-05,0.02159195
28.494983277591974,0.0,2.955064e-05,0.021367548
28.59531772575251,0.0,2.9519459e-05,0.021164007
28.695652173913043,0.0,2.9491688e-05,0.020979524
28.795986622073578,0.0,2.946692e-05,0.020812454
28.896321070234116,0.0,2.9444755e-05,0.02066131
28.99665551839465,0.0,2.9424882e-05,0.020524725
29.096989966555185,0.0,2.9407041e-05,0.020401476
29.19732441471572,0.0,2.9390947e-05,0.020290423
29.297658862876254,0.0,2.9376431e-05,0.020190563
29.39799331103679,0.0,2.9363324e-05,0.020100936
29.498327759197323,0.0,2.9351484e-05,0.020020695
29.59866220735786,0.0,2.9340736e-05,0.019949066
29.698996655518396,0.0,2.9330973e-05,0.019885328
29.79933110367893,0.0,2.9322135e-05,0.019828813
29.899665551839465,0.0,2.9314082e-05,0.01977895
30.0,0.0,2.930676e-05,0.019735185
